word	sound
oceans	ˈəʊʃ(ə)nz
Swift	swɪft
intersection	ˌɪntəˈsekʃ(ə)n
Circuit	ˈsɜːkɪt
hated	ˈheɪtɪd
restraint	rɪˈstreɪnt
waited	ˈweɪtɪd
Chamber	ˈtʃeɪmbə
spectators	spekˈteɪtəz
API	ˈeɪpaɪ
petrol	ˈpetr(ə)l
atrocities	əˈtrɒsətɪz
PCs	pks
surgical	ˈsɜːdʒɪk(ə)l
diagnostic	ˌdaɪəɡˈnɒstɪk
factions	ˈfækʃ(ə)nz
conceptual	kənˈseptjʊəl
Infantry	ˈɪnfəntrɪ
theaters	ˈθiːətəz
Arms	ɑːmz
Freeman	ˈfriːmən
cleaned	kliːnd
Im	ɪm
teachings	ˈtiːtʃɪŋz
Archbishop	ˌɑːtʃˈbɪʃəp
rigid	ˈrɪdʒɪd
Plaza	ˈplɑːzə
Meyer	ˈmaɪə
dialects	ˈdaɪəlekts
Core	kɔː
advisors	ædˈvaɪzəz
Chart	tʃɑːt
Murder	ˈmɜːdə
throne	θrəʊn
cathedral	kəˈθiːdr(ə)l
ON	ɒn
limitation	ˌlɪmɪˈteɪʃ(ə)n
motions	ˈməʊʃ(ə)nz
mercury	ˈmɜːkjʊrɪ
specimen	ˈspesɪmɪn
viewer	ˈvjuːə
discovering	dɪˈskʌvərɪŋ
honours	ˈɒnəz
Active	ˈæktɪv
plea	pliː
detailing	ˈdiːteɪlɪŋ
organism	ˈɔːɡ(ə)nɪz(ə)m
implying	ɪmˈplaɪɪŋ
mentoring	ˈmentərɪŋ
pharmaceutical	ˌfɑːməˈsjuːtɪk(ə)l
liabilities	ˌlaɪəˈbɪlɪtɪz
jewelry	ˈdʒuːəlrɪ
evolutionary	ˌiːvəˈluːʃ(ə)n(ə)rɪ
accumulated	əˈkjuːmjəleɪtɪd
Lambert	ˈlæmbət
Various	ˈveərɪəs
fascism	ˈfæʃɪz(ə)m
galaxies	ˈɡæləksɪz
shareholder	ˈʃeəhəʊldə
bilateral	baɪˈlæt(ə)r(ə)l
Products	ˈprɒdʌkts
borrowers	ˈbɒrəʊəz
confidentiality	ˌkɒnfɪˌdenʃɪˈælɪtɪ
generates	ˈdʒenəreɪts
Berry	ˈberɪ
Tea	tiː
Words	wɜːdz
allocated	ˈæləkeɪtɪd
reservations	ˌrezəˈveɪʃ(ə)nz
eternal	ɪˈtɜːn(ə)l
Resolution	ˌrezəˈluːʃ(ə)n
Featured	ˈfiːtʃəd
Parties	ˈpɑːtɪz
housed	haʊzd
iTunes	ˌɪˈtjuːnz
Pyongyang	ˌpjɒŋˈjæŋ
closes	ˈkləʊzɪz
anti	ˈæntɪ
canvas	ˈkænvəs
recruits	rɪˈkruːts
dividend	ˈdɪvɪdend
ecosystems	ˈiːkəʊsɪstəmz
madness	ˈmædnəs
Cinema	ˈsɪnəmə
pig	pɪɡ
Abbas	əˈbɑːs
Immigration	ˌɪmɪˈɡreɪʃ(ə)n
Update	ˌʌpˈdeɪt
pray	preɪ
Northeast	nɔːθˈiːst
Springfield	ˈsprɪŋfiːld
flowing	ˈfləʊɪŋ
hammer	ˈhæmə
rookie	ˈrʊkɪ
bidding	ˈbɪdɪŋ
prominence	ˈprɒmɪnəns
bent	bent
widow	ˈwɪdəʊ
bicycle	ˈbaɪsɪk(ə)l
Male	meɪl
pills	pɪlz
tops	tɒps
Nuvola	nuːˈvɒlə
Bus	bʌs
arose	əˈrəʊz
sank	sæŋk
contracting	kənˈtræktɪŋ
Lindsay	ˈlɪndzɪ
Athletics	æθˈletɪks
accreditation	əˌkredɪˈteɪʃ(ə)n
Emirates	ˈemərəts
fierce	fɪəs
hazardous	ˈhæzədəs
activated	ˈæktɪveɪtɪd
zoo	zuː
upgrades	ˌʌpˈɡreɪdz
viral	ˈvaɪər(ə)l
reputable	ˈrepjʊtəb(ə)l
Speed	spiːd
Revenue	ˈrevənjuː
ceased	siːst
playwright	ˈpleɪraɪt
famine	ˈfæmɪn
Metal	ˈmet(ə)l
Us	əz
Macedonian	ˌmæsɪˈdəʊnɪən
j	dʒeɪ
peaks	piːks
differential	ˌdɪfəˈrenʃ(ə)l
runners	ˈrʌnəz
extraction	ɪkˈstrækʃ(ə)n
tends	tendz
Nottingham	ˈnɒtɪŋəm
yearly	ˈjɪəlɪ
advertisers	ˈædvətaɪzəz
Store	stɔː
warriors	ˈwɒrɪəz
receipt	rɪˈsiːt
AFC	əfk
believers	bɪˈliːvəz
activism	ˈæktɪvˌɪzəm
dinosaurs	ˈdaɪnəsɔːz
abundant	əˈbʌnd(ə)nt
photographed	ˈfəʊtəɡrɑːft
attendees	əˌtenˈdiːz
Gerald	ˈdʒerəld
peasants	ˈpez(ə)nts
THAT	ðæt
bats	bæts
Cool	kuːl
Join	dʒɔɪn
nerves	nɜːvz
UEFA	ˈʊfə
Bach	bɑːk
lungs	lʌŋz
quantities	ˈkwɒntɪtɪz
volatile	ˈvɒlətaɪl
combinations	ˌkɒmbɪˈneɪʃ(ə)nz
comprised	kəmˈpraɪzd
investigator	ɪnˈvestɪɡeɪtə
traces	ˈtreɪsɪz
Mann	mæn
Hague	heɪɡ
commercials	kəˈmɜːʃ(ə)lz
lede	liːd
endorse	ɪnˈdɔːs
powered	ˈpaʊəd
Strange	streɪndʒ
blanking	ˈblæŋkɪŋ
flaws	flɔːz
detective	dɪˈtektɪv
Panel	ˈpæn(ə)l
ridge	rɪdʒ
saints	seɪnts
academia	ˌækəˈdiːmɪə
Vista	ˈvɪstə
Satan	ˈseɪt(ə)n
ballots	ˈbæləts
Were	wɜː
connects	kəˈnekts
Continental	ˌkɒntɪˈnent(ə)l
boycott	ˈbɔɪkɒt
shelves	ʃelvz
unhelpful	ʌnˈhelpfəl
Knox	nɑːks
circuits	ˈsɜːkɪts
Poetry	ˈpəʊɪtrɪ
Associates	əˈsəʊsɪeɪts
blade	bleɪd
memo	ˈmeməʊ
stretching	ˈstretʃɪŋ
spray	spreɪ
Hardy	ˈhɑːdɪ
pockets	ˈpɒkɪts
midfield	ˈmɪdfiːld
tricky	ˈtrɪkɪ
Scientology	ˌsaɪənˈtɑːlədʒɪ
enthusiastic	ɪnˌθjuːzɪˈæstɪk
phases	ˈfeɪzɪz
Verizon	ˌveˈraɪz(ə)n
concise	kənˈsaɪs
Property	ˈprɒpətɪ
Tracy	ˈtreɪsɪ
Clay	kleɪ
travelled	ˈtræv(ə)ld
Providence	ˈprɒvɪd(ə)ns
liberation	ˌlɪbəˈreɪʃ(ə)n
Border	ˈbɔːdə
constituted	ˈkɒnstɪtjuːtɪd
decreases	dɪˈkriːsɪz
criticizing	ˈkrɪtɪsaɪzɪŋ
packets	ˈpækɪts
validation	ˈvælɪdeɪʃ(ə)n
apples	ˈæp(ə)lz
advocated	ˈædvəkeɪtɪd
consequently	ˈkɒnsɪkwəntlɪ
endorsement	ɪnˈdɔːsmənt
stems	stemz
shelf	ʃelf
interact	ˌɪntəˈrækt
Kingston	ˈkɪŋstən
rushed	rʌʃt
Basin	ˈbeɪs(ə)n
fork	fɔːk
stresses	ˈstresɪz
forbidden	fəˈbɪd(ə)n
Governments	ˈɡʌvənmənts
irrigation	ˌɪrɪˈɡeɪʃ(ə)n
outlet	ˈaʊtlet
intentional	ɪnˈtenʃ(ə)n(ə)l
nominees	ˌnɒmɪˈniːz
leap	liːp
Syracuse	ˈsaɪrəkjuːz
Especially	ɪsˈpeʃ(ə)lɪ
metropolitan	ˌmetrəˈpɒlɪt(ə)n
Engineer	ˌendʒɪˈnɪə
pubs	pʌbz
Desert	dɪˈzɜːt
tracked	trækt
portraits	ˈpɔːtrɪts
Omar	ˈɒmɑː
angels	ˈeɪndʒ(ə)lz
trunk	trʌŋk
Version	ˈvɜːʃ(ə)n
enzyme	ˈenzaɪm
Devil	ˈdev(ə)l
thumb	θʌm
Municipality	mjuːˌnɪsɪˈpælɪtɪ
profitability	ˌprɒfɪtəˈbɪlətɪ
simulations	ˌsɪmjʊˈleɪʃ(ə)nz
shrine	ʃraɪn
badge	bædʒ
GFDL	ɡfdl
chemotherapy	ˌkeməʊˈθerəpɪ
hey	heɪ
hostage	ˈhɒstɪdʒ
Due	djuː
defeats	dɪˈfiːts
complementary	ˌkɒmplɪˈment(ə)rɪ
reinforced	ˌriːɪnˈfɔːst
Heroes	ˈhɪərəʊz
attractions	əˈtrækʃ(ə)nz
coherent	kəʊˈhɪər(ə)nt
Ronaldo	rɒˈnɑːldəʊ
Schmidt	ʃmɪt
ya	jə
CPU	kpuː
charitable	ˈtʃærɪtəb(ə)l
VII	ˈsev(ə)n
emotionally	ɪˈməʊʃənəlɪ
supplements	ˈsʌplɪments
downturn	ˈdaʊntɜːn
grateful	ˈɡreɪtfəl
demographics	dɪˈmɒɡrəfɪz
sorted	ˈsɔːtɪd
Oslo	ˈɒzləʊ
grip	ɡrɪp
dishonest	dɪsˈɒnɪst
conceded	kənˈsiːdɪd
Ulster	ˈʌlstə
Inn	ɪn
Springs	sprɪŋz
homepage	ˈhɒm(ə)lˌpedʒ
unchanged	ʌnˈtʃeɪndʒd
raped	reɪpt
locks	lɒks
Montenegro	ˌmɑːntəˈneɪɡrəʊ
autonomous	ɔːˈtɒnəməs
spends	spendz
Strategy	ˈstrætədʒɪ
halls	hɔːlz
vintage	ˈvɪntɪdʒ
Harbor	ˈhɑːbə
transferring	trænsˈfɜːrɪŋ
disclose	dɪsˈkləʊz
FL	fəl
kidney	ˈkɪdnɪ
stupidity	stju(ː)ˈpɪdɪtɪ
Bull	bʊl
eaten	ˈiːt(ə)n
dissertation	ˌdɪsəˈteɪʃ(ə)n
cables	ˈkeɪb(ə)lz
Vatican	ˈvætɪkən
Liz	lɪz
thee	ðiː
ll	laɪnz
unused	ʌnˈjuːzd
Gandhi	ˈɡɑːndɪ
Liberia	laɪˈbɪərɪə
weights	weɪts
theological	ˌθɪəˈlɒdʒɪk(ə)l
consortium	kənˈsɔːtɪəm
spelled	speld
intervals	ˈɪntəv(ə)lz
fertility	fɜ(ː)ˈtɪlətɪ
revived	rɪˈvaɪvd
slides	slaɪdz
legends	ˈledʒəndz
shoots	ʃuːts
Belgrade	ˌbelˈɡreɪd
beast	biːst
sur	sɜː
PROD	prɒd
Lisbon	ˈlɪzbən
gospel	ˈɡɒsp(ə)l
derivative	dɪˈrɪvətɪv
liquidity	lɪˈkwɪdɪtɪ
decorated	ˈdek(ə)reɪtɪd
scam	skæm
scrap	skræp
Symphony	ˈsɪmfənɪ
predicting	prɪˈdɪktɪŋ
archiving	ˈɑːkaɪvɪŋ
dairy	ˈdeərɪ
armor	ˈɑːmə
Train	treɪn
marathon	ˈmærəθən
Classical	ˈklæsɪk(ə)l
dementia	dɪˈmenʃə
tweeted	ˈtwiːtɪd
convoy	ˈkɒnvɔɪ
elect	ɪˈlekt
Flying	ˈflaɪɪŋ
rewriting	ˌriːˈraɪtɪŋ
helmet	ˈhelmɪt
Protocol	ˈprəʊtəkɒl
inline	ɪnˈlaɪn
indoor	ˈɪndɔː
atheist	ˈeɪθɪɪst
sellers	ˈseləz
playoffs	ˈpleɪɒfs
resemble	rɪˈzemb(ə)l
Crisis	ˈkraɪsɪs
greedy	ˈɡriːdɪ
simplified	ˈsɪmplɪfaɪd
Boulevard	ˈbuːləvɑːd
grouping	ˈɡruːpɪŋ
commenced	kəˈmenst
Complete	kəmˈpliːt
affiliation	əˌfɪlɪˈeɪʃ(ə)n
opener	ˈəʊp(ə)nə
professionally	prəˈfeʃnəlɪ
nobility	nəʊˈbɪlɪtɪ
batting	ˈbætɪŋ
steadily	ˈstedɪlɪ
outrageous	aʊtˈreɪdʒəs
Agent	ˈeɪdʒ(ə)nt
exposing	ɪkˈspəʊzɪŋ
Institution	ˌɪnstɪˈtjuːʃ(ə)n
Writer	ˈraɪtə
lion	ˈlaɪən
gifted	ˈɡɪftɪd
misguided	ˌmɪsˈɡaɪdɪd
Geography	dʒɪˈɒɡrəfɪ
er	ɜː
Generally	ˈdʒen(ə)rəlɪ
Far	fɑː
longtime	ˈlɒŋˌtaɪm
staging	ˈsteɪdʒɪŋ
Herald	ˈherəld
devastated	ˈdevəsteɪtɪd
angles	ˈæŋɡ(ə)lz
dividends	ˈdɪvɪdendz
partition	pɑːˈtɪʃ(ə)n
Headquarters	hedˈkwɔːtəz
upheld	ˌʌpˈheld
mailing	ˈmeɪlɪŋ
Monster	ˈmɒnstə
deficits	ˈdefɪsɪts
Initially	ɪˈnɪʃ(ə)lɪ
malicious	məˈlɪʃəs
Critics	ˈkrɪtɪks
concludes	kənˈkluːdz
encryption	ɪnˈkrɪpʃən
enduring	ɪnˈdjʊərɪŋ
unpleasant	ʌnˈpleznt
indicator	ˈɪndɪkeɪtə
charming	ˈtʃɑːmɪŋ
appealed	əˈpiːld
dances	ˈdɑːnsɪz
AB	æb
stereotypes	ˈsterɪətaɪps
UC	ək
Know	nəʊ
innocence	ˈɪnəs(ə)ns
routing	ˈruːtɪŋ
dilemma	dɪˈlemə
continental	ˌkɒntɪˈnent(ə)l
Britons	ˈbrɪt(ə)nz
Presidential	ˌprezɪˈdenʃ(ə)l
theatrical	θɪˈætrɪk(ə)l
definite	ˈdefɪnət
Djokovic	ˈdʒɒkɒvɪtʃ
deficiency	dɪˈfɪʃ(ə)nsɪ
Heath	hiːθ
Alison	ˈælɪsən
resolving	rɪˈzɒlvɪŋ
guardian	ˈɡɑːdɪən
jurors	ˈdʒʊərəz
mercy	ˈmɜːsɪ
mighty	ˈmaɪtɪ
Webster	ˈwebstə
tougher	ˈtʌfə
Lion	ˈlaɪən
Whilst	waɪlst
calcium	ˈkælsɪəm
termination	ˌtɜːmɪˈneɪʃ(ə)n
washing	ˈwɒʃɪŋ
branding	ˈbrændɪŋ
Chapman	ˈtʃæpm(ə)n
feeds	fiːdz
composite	ˈkɒmpəzɪt
bogus	ˈbəʊɡəs
ONLY	ˈəʊnlɪ
indefinite	ɪnˈdefɪnət
Solar	ˈsəʊlə
poorer	ˈpʊərə
Kay	keɪ
userfy	ˈjuːzəfɪ
aluminum	əˈluːmɪnəm
kindly	ˈkaɪndlɪ
Interesting	ˈɪntrəstɪŋ
guiding	ˈɡaɪdɪŋ
punished	ˈpʌnɪʃt
Groups	ɡruːps
Process	ˈprəʊses
hypothetical	ˌhaɪpəˈθetɪk(ə)l
pharmacy	ˈfɑːməsɪ
Sherman	ˈʃɜːmən
harmless	ˈhɑːmlɪs
inning	ˈɪnɪŋ
cynical	ˈsɪnɪk(ə)l
greenhouse	ˈɡriːnhaʊs
Partnership	ˈpɑːtnəʃɪp
Attack	əˈtæk
acoustic	əˈkuːstɪk
Kid	kɪd
Growth	ɡrəʊθ
Libyan	ˈlɪbɪən
finite	ˈfaɪnaɪt
Honor	ˈɒnə
corners	ˈkɔːnəz
insurgency	ɪnˈsɜːdʒənsɪ
Judy	ˈdʒuːdɪ
Greens	ɡriːnz
shortened	ˈʃɔːt(ə)nd
connectivity	ˌkɒnekˈtɪvɪtɪ
hilarious	hɪˈleərɪəs
BT	bɑːt
IRC	ɪk
embarrassment	ɪmˈbærəsmənt
meanwhile	ˈmiːnwaɪl
SF	ˌesˈef
culturally	ˈkʌltʃərəlɪ
Wildlife	ˈwaɪldlaɪf
supreme	sjuːpriːm
elephant	ˈelɪfənt
Mormon	ˈmɔːmən
balloon	bəˈluːn
arrogance	ˈærəɡəns
mindset	ˈmaɪndset
lottery	ˈlɒt(ə)rɪ
Saturn	ˈsætɜːn
Stephanie	ˈstefənɪ
dresses	ˈdresɪz
federation	ˌfedəˈreɪʃ(ə)n
pile	paɪl
Depression	dɪˈpreʃ(ə)n
pagename	ˈpeɪdʒneɪm
Wenger	ˈweŋə
Matthews	ˈmæθjuːz
Orphaned	ˈɔːf(ə)nd
shoe	ʃuː
sect	sekt
Giant	ˈdʒaɪənt
irresponsible	ˌɪrɪˈspɒnsəb(ə)l
Churches	ˈtʃɜːtʃɪz
Byzantine	ˈbɪzənˌtaɪn
sheer	ʃɪə
lean	liːn
banker	ˈbæŋkə
fishermen	ˈfɪʃəmən
Darling	ˈdɑːlɪŋ
exaggerated	ɪɡˈzædʒəreɪtɪd
Barrett	ˈbæˌrɪt
confront	kənˈfrʌnt
guitars	ɡɪˈtɑːz
outsiders	ˌaʊtˈsaɪdəz
advertised	ˈædvətaɪzd
Anonymous	əˈnɒnɪməs
magnificent	mæɡˈnɪfɪs(ə)nt
persuade	pəˈsweɪd
Bears	beəz
Pirates	ˈpaɪrəts
refuge	ˈrefjuːdʒ
knowledgeable	ˈnɒlɪdʒəb(ə)l
Request	rɪˈkwest
atmospheric	ˌætməsˈferɪk
schooling	ˈskuːlɪŋ
preaching	ˈpriːtʃɪŋ
Prevention	prɪˈvenʃ(ə)n
transmitted	trænzˈmɪtɪd
Marsh	mɑːʃ
metaphor	ˈmetəfə
Calvin	ˈkælvən
scare	skeə
informing	ɪnˈfɔːmɪŋ
uncommon	ʌnˈkɒmən
cheers	tʃɪəz
Andre	ˈɒndreɪ
infringement	ɪnˈfrɪndʒmənt
slowing	ˈsləʊɪŋ
hunters	ˈhʌntəz
Zoo	zuː
accessing	ˈæksesɪŋ
deception	dɪˈsepʃ(ə)n
Angola	æŋˈɡəʊlə
Fields	fiːldz
drafts	drɑːfts
fourteen	ˌfɔːˈtiːn
urgency	ˈɜːdʒ(ə)nsɪ
empirical	ɪmˈpɪrɪk(ə)l
Teacher	ˈtiːtʃə
pertinent	ˈpɜːtɪnənt
petty	ˈpetɪ
Budapest	ˈbjuːdəpest
steep	stiːp
strains	streɪnz
modelling	ˈmɒd(ə)lɪŋ
Pearson	ˈpɪəsən
Dixon	ˈdɪksən
Monica	ˈmɒnɪkə
futures	ˈfjuːtʃəz
carved	kɑːvd
Applications	ˌæplɪˈkeɪʃ(ə)nz
Username	ˈjuːzəneɪm
Willie	ˈwɪlɪ
protects	prəˈtekts
Marriage	ˈmærɪdʒ
proposes	prəˈpəʊzɪz
laughter	ˈlɑːftə
gossip	ˈɡɒsɪp
weighed	weɪd
pics	pɪks
Atlas	ˈætləs
Kerala	ˌkeˈrɑːlə
inventor	ɪnˈventə
Baldwin	ˈbɒldwən
sins	sɪnz
catches	ˈkætʃɪz
enwiki	ɪnˈwiːkɪ
longest	ˈlɒŋɡɪst
messy	ˈmesɪ
Rain	reɪn
keeper	ˈkiːpə
Ahmad	ˈɑːmɑːd
Cork	kɔːk
Ottoman	ˈɒtəmən
adventures	ədˈventʃəz
exploded	ɪkˈspləʊdɪd
poisoning	ˈpɔɪz(ə)nɪŋ
Dems	demz
numerical	njuːˈmerɪk(ə)l
Maggie	ˈmæɡɪ
lord	lɔːd
Miranda	mɪˈrændə
tolerated	ˈtɒləreɪtɪd
rituals	ˈrɪtʃʊəlz
sculptor	ˈskʌlptə
sweat	swet
transforming	trænsˈfɔːmɪŋ
Regulations	ˌreɡjʊˈleɪʃ(ə)nz
scandals	ˈskænd(ə)lz
Cameroon	ˌkæməˈruːn
kidnapped	ˈkɪdnæpt
shelters	ˈʃeltəz
Franco	ˈfræŋkəʊ
Guitar	ɡɪˈtɑː
Beautiful	ˈbjuːtəf(ə)l
pulse	pʌls
memorable	ˈmemərəb(ə)l
Gospel	ˈɡɒsp(ə)l
sympathetic	ˌsɪmpəˈθetɪk
NRL	nrl
degradation	ˌdeɡrəˈdeɪʃ(ə)n
Brent	brent
awaiting	əˈweɪtɪŋ
rejects	rɪˈdʒekts
Sheriff	ˈʃerɪf
Heights	haɪts
diary	ˈdaɪərɪ
monkeys	ˈmʌŋkɪz
Response	rɪˈspɒns
malaria	məˈleərɪə
Americas	əˈmerɪkəz
Possibly	ˈpɒsəblɪ
freedoms	ˈfriːdəmz
vacant	ˈveɪk(ə)nt
warrants	ˈwɒrənts
Heather	ˈheðə
Catholicism	kəˈthɒlɪsɪz(ə)m
Netflix	ˈnetflɪks
Color	ˈkʌlə
staffing	ˈstɑːfɪŋ
algebra	ˈældʒɪbrə
Junction	ˈdʒʌŋkʃ(ə)n
Asked	ɑːskt
peculiar	pɪˈkjuːlɪə
apologize	əˈpɒlədʒaɪz
Fashion	ˈfæʃ(ə)n
Uncle	ˈʌŋk(ə)l
Brett	bret
facilitating	fəˈsɪlɪteɪtɪŋ
Dana	ˈdeɪnə
forwards	ˈfɔːwədz
usable	ˈjuːzəb(ə)l
cruelty	ˈkruːəltɪ
mi	miː
perceive	pəˈsiːv
captures	ˈkæptʃəz
uploading	ˌʌpˈləʊdɪŋ
Summary	ˈsʌmərɪ
Educational	ˌedʒʊˈkeɪʃ(ə)nəl
Ethics	ˈeθɪks
irrational	ɪˈræʃ(ə)nəl
systemic	sɪˈstemɪk
wolves	wʊlvz
AWB	əb
cop	kɒp
occupying	ˈɒkjʊpaɪɪŋ
Dame	deɪm
AOL	ˌeɪəʊˈel
superb	sjuːpɜːb
succeeding	səkˈsiːdɪŋ
wolf	wʊlf
bomber	ˈbɒmə
royalty	ˈrɔɪ(ə)ltɪ
touchdown	ˈtʌtʃdaʊn
replaces	rɪˈpleɪsɪz
Mohammad	mɒˈhɑːmed
Physical	ˈfɪzɪk(ə)l
contradiction	ˌkɒntrəˈdɪkʃ(ə)n
subsidy	ˈsʌbsədɪ
Chemical	ˈkemɪk(ə)l
Citing	ˈsaɪtɪŋ
biographical	ˌbaɪəˈɡræfɪk(ə)l
cleaner	ˈkliːnə
envelope	ˈenvələʊp
seldom	ˈseldəm
incentive	ɪnˈsentɪv
bureau	ˈbjʊərəʊ
inch	ɪntʃ
resign	rɪˈzaɪn
princess	prɪnˈses
Animals	ˈænɪm(ə)lz
carriage	ˈkærɪdʒ
submitting	səbˈmɪtɪŋ
Melissa	məˈlɪsə
Travis	ˈtræˌvɪs
creators	kriːˈeɪtəz
renewable	rɪˈnjuːəb(ə)l
kindness	ˈkaɪndnəs
Islamist	ˈɪzlmɪst
provocative	prəˈvɒkətɪv
overturned	ˌəʊvəˈtɜːnd
cavalry	ˈkæv(ə)lrɪ
Newark	ˈnjuːək
declines	dɪˈklaɪnz
overly	ˈəʊv(ə)lɪ
Lennon	ˈlenən
admitting	ədˈmɪtɪŋ
sixteen	sɪkˈstiːn
keyboards	ˈkiːbɔːdz
strongest	ˈstrɒŋɡɪst
tumors	ˈtuːməz
Mourinho	ˈmɔːrɪnhəʊ
Ernst	ɜːnst
lawn	lɔːn
DS	dz
mandated	ˈmændeɪtɪd
Understanding	ˌʌndəˈstændɪŋ
Greenland	ˈɡriːnlənd
mainspace	ˈmeɪnspeɪs
Generation	ˌdʒenəˈreɪʃ(ə)n
briefing	ˈbriːfɪŋ
Fifth	fɪfθ
differing	ˈdɪfərɪŋ
astronauts	ˈæstrənɔːts
lanes	leɪnz
allied	ˈælaɪd
Going	ˈɡəʊɪŋ
Beauty	ˈbjuːtɪ
Powers	ˈpaʊəz
ping	pɪŋ
commentator	ˈkɒmənteɪtə
conception	kənˈsepʃ(ə)n
Obamacare	əʊˈbɑːmækəreɪ
delicious	dɪˈlɪʃəs
umbrella	ʌmˈbrelə
adapt	əˈdæpt
wherein	ˌweəˈrɪn
Nicaragua	ˌnɪkəˈræɡjʊə
electron	ɪˈlektrɒn
translating	trænzˈleɪtɪŋ
atomic	əˈtɒmɪk
rollback	ˈrɒlˌbæk
Near	nɪə
comprise	kəmˈpraɪz
accord	əˈkɔːd
Frances	ˈfrɑːnsɪs
perfection	pəˈfekʃ(ə)n
mates	meɪts
termed	tɜːmd
defunct	diːfʌŋkt
Lithuanian	ˌlɪθjʊˈeɪnɪən
Edgar	ˈedɡə
protesting	prəˈtestɪŋ
manifesto	ˌmænɪˈfestəʊ
downstream	daʊnˈstriːm
authentication	ɔːˌθentɪˈkeɪʃ(ə)n
Klein	klaɪn
landlord	ˈlændlɔːd
flour	ˈflaʊə
lethal	ˈliːθ(ə)l
diagrams	ˈdaɪəɡræmz
weigh	weɪ
buys	baɪz
airing	ˈeərɪŋ
Davidson	ˈdeɪvədsən
Del	del
Nash	næʃ
establishments	ɪˈstæblɪʃmənts
dome	dəʊm
Acts	ækts
Industries	ˈɪndəstrɪz
License	ˈlaɪs(ə)ns
leisure	ˈleʒə
undue	ˌʌnˈdjuː
blessed	blest
Less	les
echo	ˈekəʊ
Stock	stɒk
efficacy	ˈefɪkəsɪ
Moss	mɒs
predators	ˈpredətəz
Fast	fɑːst
rebuild	ˌriːˈbɪld
WTO	təʊ
Created	kriːˈeɪtɪd
bees	biːz
ski	skiː
fur	fɜː
Employment	ɪmˈplɔɪmənt
wires	ˈwaɪəz
redundancy	rɪˈdʌndənsɪ
Salt	sɔːlt
defect	dɪˈfekt
heroic	hɪˈrəʊɪk
steering	ˈstɪərɪŋ
freight	freɪt
sediment	ˈsedɪmənt
ONE	wʌn
teammate	ˈtiːmmeɪt
gays	ɡeɪz
dried	draɪd
Paradise	ˈpærədaɪs
IQ	ˌaɪˈkjuː
brass	brɑːs
lips	lɪps
Caesar	ˈsiːzə
Thunder	ˈθʌndə
scans	skænz
bend	bend
hedge	hedʒ
prestige	preˈstiːʒ
Dictionary	ˈdɪkʃ(ə)n(ə)rɪ
monsters	ˈmɒnstəz
delighted	dɪˈlaɪtɪd
hype	haɪp
norm	nɔːm
extremist	ɪkˈstriːmɪst
spine	spaɪn
biblical	ˈbɪblɪk(ə)l
repetitive	rɪˈpetətɪv
elder	ˈeldə
refusal	rɪˈfjuːz(ə)l
turnout	ˈtɜːnaʊt
gloves	ɡlʌvz
Anything	ˈenɪθɪŋ
touches	ˈtʌtʃɪz
locality	ləʊˈkælɪtɪ
famously	ˈfeɪməslɪ
den	den
Formula	ˈfɔːmjʊlə
directive	dɪˈrektɪv
whales	weɪlz
collector	kəˈlektə
Tucker	ˈtʌkə
dumped	dʌmpt
fleeing	ˈfliːɪŋ
beforehand	bɪˈfɔːhænd
broadcasters	ˈbrɔːdkɑːstəz
cultivation	ˌkʌltɪˈveɪʃ(ə)n
wrongly	ˈrɒŋlɪ
evolve	ɪˈvɒlv
instructed	ɪnˈstrʌktɪd
dismissal	dɪzˈmɪs(ə)l
bankrupt	ˈbæŋkrʌpt
wreck	rek
repository	rɪˈpɒzɪt(ə)rɪ
triangle	ˈtraɪæŋɡ(ə)l
sexist	ˈseksɪst
taxi	ˈtæksɪ
builders	ˈbɪldəz
Workshop	ˈwɜːkʃɒp
Carey	ˈkerɪ
Thanksgiving	θænksˈɡɪvɪŋ
Rabbi	ˈræbaɪ
Greene	ɡriːn
Sandra	ˈsɑːndrə
Jul	dʒəˈlaɪ
Reason	ˈriːzən
anxious	ˈæŋkʃəs
streaming	ˈstriːmɪŋ
judgments	ˈdʒʌdʒmənts
Wikiproject	ˌwɪkɪprəˈdʒekt
Origin	ˈɒrɪdʒɪn
discrete	dɪˈskriːt
Hoffman	ˈhɒfmən
visually	ˈvɪʒʊəlɪ
pathways	ˈpɑːθweɪz
lineage	ˈlɪnɪɪdʒ
mutation	mjuːˈteɪʃ(ə)n
tastes	teɪsts
standpoint	ˈstændpɔɪnt
monopoly	məˈnɒp(ə)lɪ
banners	ˈbænəz
desperately	ˈdespərətlɪ
erroneous	ɪˈrəʊnɪəs
tires	ˈtaɪəz
revelations	ˌrevəˈleɪʃ(ə)nz
obscenities	əbˈsenɪtɪz
Holiday	ˈhɒlədeɪ
affiliates	əˈfɪlɪeɪts
Dragons	ˈdræɡənz
masks	mɑːsks
columnist	ˈkɒləmnɪst
blanket	ˈblæŋkɪt
Moving	ˈmuːvɪŋ
Legacy	ˈleɡəsɪ
Basketball	ˈbɑːskɪtbɔːl
assurance	əˈʃʊər(ə)ns
vocalist	ˈvəʊkəlɪst
finishes	ˈfɪnɪʃɪz
straw	strɔː
bypass	ˈbaɪpɑːs
Wigan	ˈwɪɡən
shy	ʃaɪ
Hassan	həˈsɑːn
